"","country","origin","system","status","url","sysID","imageID","statusID","matID","Date"
"1",NA,"Soviet Union","T-72B","destroyed","https://i.postimg.cc/PqJmywns/890.png",1,1,1,NA,"2022-02-26"
"2",NA,"Soviet Union","T-72B","abandoned","https://i.postimg.cc/1tvs3GFY/470.png",1,2,2,NA,"2022-02-26"
"3",NA,"Russia","T-72B Obr. 1989","captured","https://i.postimg.cc/NM8vPWBX/669.png",2,3,3,NA,"2022-02-26"
"4",NA,"Russia","T-72B3","destroyed","https://i.postimg.cc/Xqy5KYn3/55u.png",3,4,1,NA,"2022-02-26"
"5",NA,"Russia","T-72B3","damaged","https://i.postimg.cc/zfTsVnsF/579.png",3,5,4,NA,"2022-02-26"
"11",NA,"Soviet Union","MT-LB","captured","https://i.postimg.cc/R0zbsmLL/6659.png",6,11,3,NA,"2022-02-26"
"17",NA,"Soviet Union","BMP-2","destroyed","https://i.postimg.cc/26qYmmgL/668.png",11,17,1,NA,"2022-02-26"
"19",NA,"Soviet Union","BMP-2","captured","https://i.postimg.cc/QtN7DcKC/559.png",11,19,3,NA,"2022-02-26"
"20",NA,"Soviet Union","BMP-2","captured","https://i.postimg.cc/Zn38wp9q/680.png",11,20,3,NA,"2022-02-26"
"23",NA,"Soviet Union","BMP-2","damaged","https://i.postimg.cc/XYyYKfsy/Screenshot-8236.png",11,22,4,NA,"2022-02-26"
"24",NA,"Soviet Union","BMP-2","abandoned","https://i.postimg.cc/XYyYKfsy/Screenshot-8236.png",11,22,2,NA,"2022-02-26"
"25",NA,"Soviet Union","BMP-2","abandoned","https://i.postimg.cc/BQzv1YB0/Screenshot-8238.png",11,23,2,NA,"2022-02-26"
"27",NA,"Russia","BMD-4","abandoned","https://i.postimg.cc/MZy05BrN/674.png",13,25,2,NA,"2022-02-26"
"28",NA,"Russia","KamAZ-63968 Typhoon","captured","https://postlmg.cc/sGfMhkCN",14,26,3,NA,"2022-02-26"
"29",NA,"Russia","KamAZ-63968 Typhoon","captured","https://i.postimg.cc/8c2xJRvB/570.png",14,27,3,NA,"2022-02-26"
"31",NA,"Russia","GAZ Tigr-M","destroyed","https://postimg.cc/f3bh0QRp",15,29,1,NA,"2022-02-26"
"32",NA,"Russia","GAZ Tigr-M","destroyed","https://i.postimg.cc/RFjRh5VD/776d.png",15,30,1,NA,"2022-02-26"
"37",NA,"Russia","R-419L1 communication station","abandoned","https://i.postimg.cc/HWF2jVg6/5588.png",17,35,2,NA,"2022-02-26"
"38",NA,"Russia","KamAZ 6x6","damaged","https://i.postimg.cc/DfxxKLnD/84.png",18,36,4,NA,"2022-02-26"
"39",NA,"Russia","KamAZ 6x6","captured","https://i.postimg.cc/DfxxKLnD/84.png",18,36,3,NA,"2022-02-26"
"40",NA,"Soviet Union","BREM-K armoured recovery vehicle","captured","https://i.postimg.cc/mkmwnq7g/760.png",19,37,3,NA,"2022-02-26"
"42",NA,"Soviet Union","TMM-3 bridge layer","destroyed","https://i.postimg.cc/HxVW1CCJ/Screenshot-8212.png",21,39,1,NA,"2022-02-26"
"44",NA,"Soviet Union","TMM-3 bridge layer","captured","https://i.postimg.cc/X7wjb8tg/Screenshot-8214.png",21,41,3,NA,"2022-02-26"
