"","country","origin","system","status","url","date_recorded","sysID","imageID","statusID","matID","Date"
"1",NA,"Soviet Union","T-80BV","captured","https://i.postimg.cc/63bVWQwX/470.png","2022-03-30",1,1,1,NA,2022-02-25
"2",NA,"Russia","T-80BVM","destroyed","https://i.postimg.cc/2y474krg/336.png","2022-03-30",2,2,2,NA,2022-02-25
"3",NA,"Soviet Union","MT-LB","destroyed","https://i.postimg.cc/0QPGdgX4/6658.png","2022-03-30",3,3,2,NA,2022-02-25
"4",NA,"Soviet Union","MT-LB","captured","https://i.postimg.cc/P5M1XV5z/58.png","2022-03-30",3,4,1,NA,2022-02-25
"5",NA,"Soviet Union","MT-LB","captured","https://i.postimg.cc/hjqg1p15/680.png","2022-03-30",3,5,1,NA,2022-02-25
"6",NA,"Soviet Union","MT-LB with ZU-23 AA gun","destroyed","https://postimg.cc/kVDPCNz0","2022-03-30",4,6,2,NA,2022-02-25
"7",NA,"Soviet Union","MT-LBu","captured","https://i.postimg.cc/pV5ZRVDR/5548.png","2022-03-30",5,7,1,NA,2022-02-25
"8",NA,"Soviet Union","9P149 Shturm-S ATGM carrier","destroyed","https://i.postimg.cc/FKPZs7Ws/874.png","2022-03-30",6,8,2,NA,2022-02-25
"9",NA,"Russia","R-149MA1 unified command and staff vehicle","captured","https://i.postimg.cc/hG5hhQJp/59.png","2022-03-30",7,9,1,NA,2022-02-25
"10",NA,"Soviet Union","BMP-2","destroyed","https://i.postimg.cc/RCtc2sB0/554.png","2022-03-30",8,10,2,NA,2022-02-25
"11",NA,"Soviet Union","BMP-2","captured","https://i.postimg.cc/T1HJcX0f/776.png","2022-03-30",8,11,1,NA,2022-02-25
"12",NA,"Soviet Union","BMP-2","damaged","https://i.postimg.cc/vBy9TRg0/77699.png","2022-03-30",8,12,3,NA,2022-02-25
"13",NA,"Soviet Union","BMP-2","abandoned","https://i.postimg.cc/vBy9TRg0/77699.png","2022-03-30",8,12,4,NA,2022-02-25
"14",NA,"Soviet Union","BMD-2","destroyed","https://i.postimg.cc/J4crJP7d/46.png","2022-03-30",9,13,2,NA,2022-02-25
"15",NA,"Russia","KamAZ-63968 Typhoon","captured","https://i.postimg.cc/D0LLthjn/663.png","2022-03-30",10,14,1,NA,2022-02-25
"16",NA,"Russia","GAZ Tigr-M","destroyed","https://i.postimg.cc/W1VpzFcv/5578.png","2022-03-30",11,15,2,NA,2022-02-25
"17",NA,"Russia","GAZ Tigr-M","damaged","https://i.postimg.cc/ZKDrDbck/85.png","2022-03-30",11,16,3,NA,2022-02-25
"18",NA,"Russia","GAZ Tigr-M","captured","https://i.postimg.cc/JzBRKYtc/5j.png","2022-03-30",11,17,1,NA,2022-02-25
"19",NA,"Russia","GAZ Tigr-M","captured","https://i.postimg.cc/dVQxVhc7/58p.png","2022-03-30",11,18,1,NA,2022-02-25
"20",NA,"Italy","Iveco LMV 'Rys'","captured","https://i.postimg.cc/C5gfTFhF/680o.png","2022-03-30",12,19,1,NA,2022-02-25
"21",NA,"Soviet Union","IMR-2 combat engineering vehicle","destroyed","https://i.postimg.cc/xdbysNZ7/5548.png","2022-03-30",13,20,2,NA,2022-02-25
"22",NA,"Soviet Union","TMM-3 bridge layer","captured","https://i.postimg.cc/FRhY7mzP/75.png","2022-03-30",14,21,1,NA,2022-02-25
"23",NA,"Russia","KamAZ-5350 with EOV-3523 excavator","captured","https://i.postimg.cc/bvhJB8xz/774.png","2022-03-30",15,22,1,NA,2022-02-25
"24",NA,"Soviet Union","120mm mortar","captured","https://i.postimg.cc/SKhJwYXP/4703.png","2022-03-30",16,23,1,NA,2022-02-25
"25",NA,"Soviet Union","152mm 2A65 Msta-B howitzer","destroyed","https://i.postimg.cc/prGV0k4f/Screenshot-8069.png","2022-03-30",17,24,2,NA,2022-02-25
"26",NA,"Soviet Union","152mm 2A65 Msta-B howitzer","destroyed","https://i.postimg.cc/05cN22jz/Screenshot-8075.png","2022-03-30",17,25,2,NA,2022-02-25
"27",NA,"Soviet Union","152mm 2A65 Msta-B howitzer","damaged","https://i.postimg.cc/yYx8J43v/Screenshot-8073.png","2022-03-30",17,26,3,NA,2022-02-25
"28",NA,"Soviet Union","152mm 2A65 Msta-B howitzer","captured","https://i.postimg.cc/yYx8J43v/Screenshot-8073.png","2022-03-30",17,26,1,NA,2022-02-25
"29",NA,"Soviet Union","152mm 2A65 Msta-B howitzer","captured","https://postimg.cc/q6CYJkkd","2022-03-30",17,27,1,NA,2022-02-25
"30",NA,"Soviet Union","122mm BM-21 'Grad'","destroyed","https://i.postimg.cc/8c0jfFn1/b6.png","2022-03-30",18,28,2,NA,2022-02-25
"31",NA,"Soviet Union","122mm BM-21 'Grad'","destroyed","https://i.postimg.cc/B65zvHbK/b6.png","2022-03-30",18,29,2,NA,2022-02-25
"32",NA,"Soviet Union","122mm BM-21 'Grad'","captured","https://i.postimg.cc/xCF0twG5/b6.png","2022-03-30",18,30,1,NA,2022-02-25
"33",NA,"Russia","Tor-M2","destroyed","https://i.postimg.cc/5tS4wn32/578.png","2022-03-30",19,31,2,NA,2022-02-25
"34",NA,"Russia","2K22M1 Tunguska","damaged","https://i.postimg.cc/9MqLyHJZ/764.png","2022-03-30",20,32,3,NA,2022-02-25
"35",NA,"Russia","2K22M1 Tunguska","abandoned","https://i.postimg.cc/9MqLyHJZ/764.png","2022-03-30",20,32,4,NA,2022-02-25
"36",NA,"Russia","Su-30SM","destroyed","https://i.postimg.cc/QNPryLw9/7699.png","2022-03-30",21,33,2,NA,2022-02-25
"37",NA,"Soviet Union","Su-25 strike aircraft","destroyed","https://tass.ru/armiya-i-opk/13840645","2022-03-30",22,34,2,NA,2022-02-25
"38",NA,"Soviet Union","An-26 transport aircraft","destroyed","https://i.postimg.cc/R0ppMFNQ/448.png","2022-03-30",23,35,2,NA,2022-02-25
"39",NA,"Russia","Ka-52 'Alligator'","destroyed","https://i.postimg.cc/PJGKCtCv/658.png","2022-03-30",24,36,2,NA,2022-02-25
"40",NA,"Russia","Ka-52 'Alligator'","damaged","https://i.postimg.cc/kXX8gFLx/769.png","2022-03-30",24,37,3,NA,2022-02-25
"41",NA,"Soviet Union","GAZ-66","captured","https://i.postimg.cc/ncy3jWxy/55488.png","2022-03-30",25,38,1,NA,2022-02-25
"42",NA,"Russia","Ural-4320","damaged","https://postimg.cc/kVDPCNz0","2022-03-30",26,6,3,NA,2022-02-25
"43",NA,"Russia","Ural-4320","captured","https://i.postimg.cc/Z5GKzh1D/r1.png","2022-03-30",26,39,1,NA,2022-02-25
"44",NA,"Russia","Ural-4320","captured","https://i.postimg.cc/pXL1Kn3v/5583.png","2022-03-30",26,40,1,NA,2022-02-25
"45",NA,"Russia","KamAZ","destroyed","https://i.postimg.cc/K8dLcdtV/h0.png","2022-03-30",27,41,2,NA,2022-02-25
"46",NA,"Russia","KamAZ","destroyed","https://i.postimg.cc/G2Ndj56v/Screenshot-8192.png","2022-03-30",27,42,2,NA,2022-02-25
"47",NA,"Russia","KamAZ","destroyed","https://i.postimg.cc/mhW4vFLD/Screenshot-8193.png","2022-03-30",27,43,2,NA,2022-02-25
"48",NA,"Russia","KamAZ","damaged","https://i.postimg.cc/kGnW3KWg/880.png","2022-03-30",27,44,3,NA,2022-02-25
"49",NA,"Russia","KamAZ","captured","https://i.postimg.cc/YSQ2ps72/r2.png","2022-03-30",27,45,1,NA,2022-02-25
"50",NA,"Russia","KamAZ","captured","https://i.postimg.cc/gJ6f7NZ3/57.png","2022-03-30",27,46,1,NA,2022-02-25
"51",NA,"Russia","KamAZ","captured","https://i.postimg.cc/VkXF0qmD/6599.png","2022-03-30",27,47,1,NA,2022-02-25
"52",NA,"Russia","KamAZ","captured","https://i.postimg.cc/Bbj44g2S/5580.png","2022-03-30",27,48,1,NA,2022-02-25
"53",NA,"Russia","KamAZ","captured","https://i.postimg.cc/23RZybKP/6800.png","2022-03-30",27,49,1,NA,2022-02-25
"54",NA,"Russia","KamAZ-6350 8x8","destroyed","https://i.postimg.cc/VvPSc7kX/Screenshot-8070.png","2022-03-30",28,50,2,NA,2022-02-25
"55",NA,"Russia","KamAZ-6350 8x8","destroyed","https://i.postimg.cc/br0ZYQZW/Screenshot-8071.png","2022-03-30",28,51,2,NA,2022-02-25
"56",NA,"Russia","KamAZ-6350 8x8","damaged","https://i.postimg.cc/br6jRJWd/Screenshot-8072.png","2022-03-30",28,52,3,NA,2022-02-25
"57",NA,"Russia","KamAZ-6350 8x8","captured","https://i.postimg.cc/br6jRJWd/Screenshot-8072.png","2022-03-30",28,52,1,NA,2022-02-25
"58",NA,"Russia","KamAZ-6350 8x8","damaged","https://i.postimg.cc/nczxh49m/Screenshot-8074.png","2022-03-30",28,53,3,NA,2022-02-25
"59",NA,"Russia","KamAZ-6350 8x8","captured","https://i.postimg.cc/nczxh49m/Screenshot-8074.png","2022-03-30",28,53,1,NA,2022-02-25
"60",NA,"Russia","Unknown truck","destroyed","https://i.postimg.cc/cLy31D99/557.png","2022-03-30",29,54,2,NA,2022-02-25
"61",NA,"Russia","Unknown truck","destroyed","https://i.postimg.cc/L5WpLtHC/370.png","2022-03-30",29,55,2,NA,2022-02-25
"62",NA,"Soviet Union","T-64BV","destroyed","https://i.postimg.cc/mgntjg7P/763.png","2022-03-30",30,56,2,NA,2022-02-25
"63",NA,"Soviet Union","T-64BV","destroyed","https://i.postimg.cc/59wN4Ybq/689.png","2022-03-30",30,57,2,NA,2022-02-25
"64",NA,"Soviet Union","T-64BV","damaged","https://i.postimg.cc/CLn96SZZ/f7.png","2022-03-30",30,58,3,NA,2022-02-25
"65",NA,"Soviet Union","T-64BV","abandoned","https://i.postimg.cc/rFzZ43Zg/578.png","2022-03-30",30,59,4,NA,2022-02-25
"66",NA,"Soviet Union","BRM-1K","captured","https://i.postimg.cc/ZnMyg04W/6669.jpg","2022-03-30",31,60,1,NA,2022-02-25
"67",NA,"Soviet Union","MT-LBu","damaged","https://i.postimg.cc/ZYHxJ6rp/Screenshot-8036.png","2022-03-30",5,61,3,NA,2022-02-25
"68",NA,"Soviet Union","MT-LBu","abandoned","https://i.postimg.cc/ZYHxJ6rp/Screenshot-8036.png","2022-03-30",5,61,4,NA,2022-02-25
"69",NA,"Soviet Union","BMP-1","destroyed","https://i.postimg.cc/7hc1JGgw/558.jpg","2022-03-30",32,62,2,NA,2022-02-25
"70",NA,"Soviet Union","BMP-1","abandoned","https://i.postimg.cc/nzYYjDN8/Screenshot-8035.png","2022-03-30",32,63,4,NA,2022-02-25
"71",NA,"Soviet Union","BMP-1","abandoned","https://i.postimg.cc/8cZRwV1t/Screenshot-8037.png","2022-03-30",32,64,4,NA,2022-02-25
"72",NA,"Soviet Union","BMP-1","abandoned","https://i.postimg.cc/vTY7Wmd4/Screenshot-8038.png","2022-03-30",32,65,4,NA,2022-02-25
"73",NA,"Ukraine","BTR-4","destroyed","https://i.postimg.cc/W42RL0Ld/5554.png","2022-03-30",33,66,2,NA,2022-02-25
"74",NA,"Ukraine","BTR-4","destroyed","https://i.postimg.cc/bYFbd2PW/6658.png","2022-03-30",33,67,2,NA,2022-02-25
"75",NA,"Ukraine","BTR-4","abandoned","https://i.postimg.cc/mkdGX6cb/447.png","2022-03-30",33,68,4,NA,2022-02-25
"76",NA,"Ukraine","BTR-4","captured","https://i.postimg.cc/tCP3NpHR/c1.png","2022-03-30",33,69,1,NA,2022-02-25
"77",NA,"Ukraine","BTR-4","captured","https://i.postimg.cc/htB9C6SL/c2.png","2022-03-30",33,70,1,NA,2022-02-25
"78",NA,"Soviet Union","BTR-70","captured","https://i.postimg.cc/9FS2wLRZ/Screenshot-8016.png","2022-03-30",34,71,1,NA,2022-02-25
"79",NA,"Soviet Union","BTR-70","abandoned","https://i.postimg.cc/RCWcTD3F/579.png","2022-03-30",34,72,4,NA,2022-02-25
"80",NA,"Ukraine","Kozak-2","destroyed","https://i.postimg.cc/L6pqJk7y/58.png","2022-03-30",35,73,2,NA,2022-02-25
"81",NA,"United Kingdom","MBT LAW 'NLAW'","captured","https://twitter.com/Caucasuswar/status/1497165090835083293","2022-03-30",36,74,1,NA,2022-02-25
"82",NA,"Soviet Union","122mm 2S1 Gvozdika","captured","https://i.postimg.cc/x1nDQ4cP/Screenshot-8055.png","2022-03-30",37,75,1,NA,2022-02-25
"83",NA,"Soviet Union","122mm 2S1 Gvozdika","captured","https://postimg.cc/dh3pzgQm","2022-03-30",37,76,1,NA,2022-02-25
"84",NA,"Soviet Union","5P85D (launcher for S-300PS)","destroyed","https://i.postimg.cc/50rg9crH/4488.png","2022-03-30",38,77,2,NA,2022-02-25
"85",NA,"Soviet Union","9K33 Osa","destroyed","https://i.postimg.cc/wM1d9gZR/b8.png","2022-03-30",39,78,2,NA,2022-02-25
"86",NA,"Soviet Union","Buk-M1","destroyed","https://i.postimg.cc/nhtrFqWp/47.png","2022-03-30",40,79,2,NA,2022-02-25
"87",NA,"Soviet Union","P-14 'Tall King'","damaged","https://i.postimg.cc/rpWmrPLb/57.png","2022-03-30",41,80,3,NA,2022-02-25
"88",NA,"Soviet Union","P-35/37 'Bar Lock'","destroyed","https://i.postimg.cc/WpShQwBk/5547.png","2022-03-30",42,81,2,NA,2022-02-25
"89",NA,"Soviet Union","PRV-13 'Odd Pair'","destroyed","https://i.postimg.cc/pXwx79Lj/557.png","2022-03-30",43,82,2,NA,2022-02-25
"90",NA,"Soviet Union","1L22 'Parol'","destroyed","https://i.postimg.cc/SRjk0C96/6659.png","2022-03-30",44,83,2,NA,2022-02-25
"91",NA,"Soviet Union","1L22 'Parol'","damaged","https://postimg.cc/9Dcvz02c","2022-03-30",44,84,3,NA,2022-02-25
"92",NA,"Soviet Union","Su-27 fighter aircraft","destroyed","https://i.postimg.cc/XYtMphyC/5h.png","2022-03-30",45,85,2,NA,2022-02-25
"93",NA,"Soviet Union","Su-27 fighter aircraft","destroyed","https://i.postimg.cc/bN1TbkjC/46.png","2022-03-30",45,86,2,NA,2022-02-25
"94",NA,"Soviet Union","An-26 transport aircraft","destroyed","https://i.postimg.cc/rmdB2PLQ/489.png","2022-03-30",23,87,2,NA,2022-02-25
"95",NA,"Ukraine","KrAZ-6322","destroyed","https://i.postimg.cc/0QMkBhwk/Screenshot-8021.png","2022-03-30",46,88,2,NA,2022-02-25
"96",NA,"Ukraine","KrAZ-6322","captured","https://postimg.cc/0zzW9YYS","2022-03-30",46,89,1,NA,2022-02-25
"97",NA,"Ukraine","KrAZ-6322","captured","https://postimg.cc/G9jSKh34","2022-03-30",46,90,1,NA,2022-02-25
"98",NA,"Ukraine","KrAZ-6322","captured","https://postimg.cc/v4CPT4hN","2022-03-30",46,91,1,NA,2022-02-25
"99",NA,"Ukraine","KrAZ-6322","captured","https://postimg.cc/dLpRmzC7","2022-03-30",46,92,1,NA,2022-02-25
"100",NA,"Ukraine","KrAZ-6322","captured","https://postimg.cc/jC9nGySm","2022-03-30",46,93,1,NA,2022-02-25
"101",NA,"Soviet Union","GAZ-66","destroyed","https://postimg.cc/PP20VdH5","2022-03-30",25,94,2,NA,2022-02-25
"102",NA,"Soviet Union","GAZ-66","destroyed","https://i.postimg.cc/hjdXLc6L/4f.png","2022-03-30",25,95,2,NA,2022-02-25
"103",NA,"Soviet Union","GAZ-66","damaged","https://i.postimg.cc/gjhmvGsF/g3.png","2022-03-30",25,96,3,NA,2022-02-25
"104",NA,"Soviet Union","GAZ-66","captured","https://i.postimg.cc/9MGPZgQM/Screenshot-8017.png","2022-03-30",25,97,1,NA,2022-02-25
"105",NA,"Soviet Union","GAZ-66","captured","https://i.postimg.cc/1RVZrFkD/Screenshot-8053.png","2022-03-30",25,98,1,NA,2022-02-25
"106",NA,"Soviet Union","GAZ-66","captured","https://i.postimg.cc/jdz0Gbd5/Screenshot-8054.png","2022-03-30",25,99,1,NA,2022-02-25
"107",NA,"Soviet Union","ZiL-131","destroyed","https://i.postimg.cc/t4mkVgHr/36.png","2022-03-30",47,100,2,NA,2022-02-25
"108",NA,"Soviet Union","ZiL-131","destroyed","https://i.postimg.cc/kgPHnGM8/j8.png","2022-03-30",47,101,2,NA,2022-02-25
