"","country","origin","system","status","url","date_recorded","sysID","imageID","statusID","matID","Date"
"1","Russia","Soviet Union","T-64BV","destroyed","https://i.postimg.cc/B63LSk6q/431v.png","2022-03-31",1,1,1,"7-111","03/31/2022"
"2","Russia","Soviet Union","T-64BV","destroyed","https://i.postimg.cc/vTVpDRV2/4fhh.png","2022-03-31",1,2,1,"7-121","03/31/2022"
"3","Russia","Soviet Union","T-64BV","destroyed","https://i.postimg.cc/nLkXCgJk/5gk.png","2022-03-31",1,3,1,"7-131","03/31/2022"
"4","Russia","Soviet Union","T-64BV","destroyed","https://i.postimg.cc/zDKNSv0P/4431.png","2022-03-31",1,4,1,"7-141","03/31/2022"
"5","Russia","Soviet Union","T-64BV","destroyed","https://i.postimg.cc/13SPjpnQ/325.png","2022-03-31",1,5,1,"7-151","03/31/2022"
"6","Russia","Soviet Union","T-64BV","damaged","https://i.postimg.cc/DfYzLMQ3/v60.png","2022-03-31",1,6,2,"7-162","03/31/2022"
"7","Russia","Soviet Union","T-64BV","damaged","https://i.postimg.cc/Gmh6ZzQv/31d.png","2022-03-31",1,7,2,"7-172","03/31/2022"
"8","Russia","Soviet Union","T-64BV","captured","https://i.postimg.cc/Gmh6ZzQv/31d.png","2022-03-31",1,7,3,"7-173","03/31/2022"
"9","Russia","Soviet Union","T-64BV","captured","https://i.postimg.cc/rydk48wh/n0.png","2022-03-31",1,8,3,"7-183","03/31/2022"
"10","Russia","Soviet Union","T-64BV","captured","https://i.postimg.cc/VL4dSdk8/32133.png","2022-03-31",1,9,3,"7-193","03/31/2022"
"11","Russia","Soviet Union","T-64BV","captured","https://i.postimg.cc/7hSMN2T6/3d.png","2022-03-31",1,10,3,"7-1103","03/31/2022"
"12","Russia","Soviet Union","T-72A","destroyed","https://i.postimg.cc/Prr1LXqZ/58.png","2022-03-31",2,11,1,"7-2111","03/31/2022"
"13","Russia","Soviet Union","T-72A","destroyed","https://i.postimg.cc/mrQPXJDB/e1.png","2022-03-31",2,12,1,"7-2121","03/31/2022"
"14","Russia","Soviet Union","T-72A","destroyed","https://i.postimg.cc/ZnhCrpqR/28.png","2022-03-31",2,13,1,"7-2131","03/31/2022"
"15","Russia","Soviet Union","T-72A","captured","https://i.postimg.cc/gkg20f3r/ty.png","2022-03-31",2,14,3,"7-2143","03/31/2022"
"16","Russia","Soviet Union","T-72A","captured","https://i.postimg.cc/DfBZsDkg/558.png","2022-03-31",2,15,3,"7-2153","03/31/2022"
"17","Russia","Soviet Union","T-72A","captured","https://i.postimg.cc/tTk2850K/1d4.jpg","2022-03-31",2,16,3,"7-2163","03/31/2022"
"18","Russia","Soviet Union","T-72A","captured","https://i.postimg.cc/pLZK95pC/6652.jpg","2022-03-31",2,17,3,"7-2173","03/31/2022"
"19","Russia","Soviet Union","T-72A","captured","https://i.postimg.cc/j283Hqqn/3d1d.png","2022-03-31",2,18,3,"7-2183","03/31/2022"
"20","Russia","Soviet Union","T-72A","captured","https://i.postimg.cc/8zcL9Jbz/40.png","2022-03-31",2,19,3,"7-2193","03/31/2022"
"21","Russia","Soviet Union","T-72A","captured","https://i.postimg.cc/wMVfmqq2/499.png","2022-03-31",2,20,3,"7-2203","03/31/2022"
"22","Russia","Soviet Union","T-72AV","destroyed","https://i.postimg.cc/1RJLbc6f/689.png","2022-03-31",3,21,1,"7-3211","03/31/2022"
"23","Russia","Soviet Union","T-72AV","destroyed","https://i.postimg.cc/Dz9N71pg/f5j.png","2022-03-31",3,22,1,"7-3221","03/31/2022"
"24","Russia","Soviet Union","T-72AV","captured","https://i.postimg.cc/Y0ZfvWm2/d67.png","2022-03-31",3,23,3,"7-3233","03/31/2022"
"25","Russia","Soviet Union","T-72B","destroyed","https://i.postimg.cc/1XwLVN2J/1366.png","2022-03-31",4,24,1,"7-4241","03/31/2022"
