"","system","country","origin","status","url","class","Date"
"1","122mm 2S1 Gvozdika",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://postimg.cc/dh3pzgQm","Self-Propelled Artillery","02/26/2022"
"2","122mm 2S1 Gvozdika",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/x1nDQ4cP/Screenshot-8055.png","Self-Propelled Artillery","02/26/2022"
"3","122mm BM-21 'Grad'",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/xCF0twG5/b6.png","Multiple Rocket Launchers","02/26/2022"
"4","122mm BM-21 'Grad'",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/DZ0Q5pHc/6652.png","Multiple Rocket Launchers","02/26/2022"
"5","122mm BM-21 'Grad'",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/B65zvHbK/b6.png","Multiple Rocket Launchers","02/26/2022"
"6","122mm BM-21 'Grad'",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/8c0jfFn1/b6.png","Multiple Rocket Launchers","02/26/2022"
"7","152mm 2A65 Msta-B howitzer",NA,"Soviet Union","damaged","https://web.archive.org/web/20220226185336/https://i.postimg.cc/yYx8J43v/Screenshot-8073.png","Towed Artillery","02/26/2022"
"8","152mm 2A65 Msta-B howitzer",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/05cN22jz/Screenshot-8075.png","Towed Artillery","02/26/2022"
"9","152mm 2A65 Msta-B howitzer",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://postimg.cc/q6CYJkkd","Towed Artillery","02/26/2022"
"10","152mm 2A65 Msta-B howitzer",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/gj9TG17c/Screenshot-8228.png","Towed Artillery","02/26/2022"
"11","152mm 2A65 Msta-B howitzer",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/zfBM7CWN/Screenshot-8227.png","Towed Artillery","02/26/2022"
"12","152mm 2A65 Msta-B howitzer",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/prGV0k4f/Screenshot-8069.png","Towed Artillery","02/26/2022"
"13","1L22 'Parol'",NA,"Soviet Union","damaged","https://web.archive.org/web/20220226185336/https://postimg.cc/9Dcvz02c","Radars","02/26/2022"
"14","1L22 'Parol'",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/SRjk0C96/6659.png","Radars","02/26/2022"
"15","2K22M1 Tunguska",NA,"Russia","damaged","https://web.archive.org/web/20220226185336/https://i.postimg.cc/9MqLyHJZ/764.png","Self-Propelled Anti-Aircraft Guns","02/26/2022"
"16","5P85D (launcher for S-300PS)",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/50rg9crH/4488.png","Surface-To-Air Missile Systems","02/26/2022"
"17","9K33 Osa",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/wM1d9gZR/b8.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"18","9K33 Osa",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/ncjkcdJN/589.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"19","9M113 Konkurs",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/1RfB2NxM/347.png","Anti-Tank Guided Missiles","02/26/2022"
"20","9P149 Shturm-S ATGM carrier",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/FKPZs7Ws/874.png","Armoured Fighting Vehicles","02/26/2022"
"21","An-26 transport aircraft",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/R0ppMFNQ/448.png","Aircraft","02/26/2022"
"22","An-26 transport aircraft",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/rmdB2PLQ/489.png","Aircraft","02/26/2022"
"23","BMP-2",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/Zn38wp9q/680.png","Infantry Fighting Vehicles","02/26/2022"
"24","BMP-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/xT3v6qKT/4470.png ","Infantry Fighting Vehicles","02/26/2022"
"25","BMP-2",NA,"Soviet Union","damaged","https://web.archive.org/web/20220226185336/https://i.postimg.cc/vBy9TRg0/77699.png","Infantry Fighting Vehicles","02/26/2022"
"26","BMP-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/BQzv1YB0/Screenshot-8238.png","Infantry Fighting Vehicles","02/26/2022"
"27","BMP-2",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/RCtc2sB0/554.png","Infantry Fighting Vehicles","02/26/2022"
"28","BMP-2",NA,"Soviet Union","damaged","https://web.archive.org/web/20220226185336/https://i.postimg.cc/XYyYKfsy/Screenshot-8236.png","Infantry Fighting Vehicles","02/26/2022"
"29","BMP-2",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/T1HJcX0f/776.png","Infantry Fighting Vehicles","02/26/2022"
"30","BMP-2",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/QtN7DcKC/559.png","Infantry Fighting Vehicles","02/26/2022"
"31","BMP-2",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/26qYmmgL/668.png","Infantry Fighting Vehicles","02/26/2022"
"32","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/DZ1JmY6y/4436.png","Armoured Fighting Vehicles","02/26/2022"
"33","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/TYfDBCPr/577.png","Armoured Fighting Vehicles","02/26/2022"
"34","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/zGQd8V3S/4437.png","Armoured Fighting Vehicles","02/26/2022"
"35","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/7Pg0LbtM/553.png","Armoured Fighting Vehicles","02/26/2022"
"36","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/x1Pz37Vk/5577.png","Armoured Fighting Vehicles","02/26/2022"
"37","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/x1q26JWK/443o.png","Armoured Fighting Vehicles","02/26/2022"
"38","BRDM-2",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/KYF1K5KZ/5547.png","Armoured Fighting Vehicles","02/26/2022"
"39","BREM-K armoured recovery vehicle",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/mkmwnq7g/760.png","Engineering Vehicles","02/26/2022"
"40","BRM-1K",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/ZnMyg04W/6669.jpg ","Armoured Fighting Vehicles","02/26/2022"
"41","BTR-3",NA,"Ukraine","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/wv6zrZdn/Screenshot-8248.png ","Infantry Fighting Vehicles","02/26/2022"
"42","BTR-4",NA,"Ukraine","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/bYFbd2PW/6658.png","Infantry Fighting Vehicles","02/26/2022"
"43","BTR-4",NA,"Ukraine","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/tCP3NpHR/c1.png","Infantry Fighting Vehicles","02/26/2022"
"44","BTR-4",NA,"Ukraine","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/mkdGX6cb/447.png","Infantry Fighting Vehicles","02/26/2022"
"45","BTR-4",NA,"Ukraine","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/W42RL0Ld/5554.png","Infantry Fighting Vehicles","02/26/2022"
"46","BTR-4",NA,"Ukraine","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/htB9C6SL/c2.png","Infantry Fighting Vehicles","02/26/2022"
"47","BTR-70",NA,"Soviet Union","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/RCWcTD3F/579.png","Armoured Personnel Carriers","02/26/2022"
"48","BTR-70",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/9FS2wLRZ/Screenshot-8016.png","Armoured Personnel Carriers","02/26/2022"
"49","Buk-M1",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/nhtrFqWp/47.png","Surface-To-Air Missile Systems","02/26/2022"
"50","GAZ Tigr-M",NA,"Russia","destroyed","https://web.archive.org/web/20220226185336/https://postimg.cc/f3bh0QRp","Infantry Mobility Vehicles","02/26/2022"
"51","GAZ Tigr-M",NA,"Russia","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/W1VpzFcv/5578.png","Infantry Mobility Vehicles","02/26/2022"
"52","GAZ Tigr-M",NA,"Russia","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/JzBRKYtc/5j.png","Infantry Mobility Vehicles","02/26/2022"
"53","GAZ Tigr-M",NA,"Russia","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/dVQxVhc7/58p.png","Infantry Mobility Vehicles","02/26/2022"
"54","GAZ Tigr-M",NA,"Russia","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/RFjRh5VD/776d.png","Infantry Mobility Vehicles","02/26/2022"
"55","GAZ Tigr-M",NA,"Russia","damaged","https://web.archive.org/web/20220226185336/https://i.postimg.cc/ZKDrDbck/85.png","Infantry Mobility Vehicles","02/26/2022"
"56","GAZ-66",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/1RVZrFkD/Screenshot-8053.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"57","GAZ-66",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/jdz0Gbd5/Screenshot-8054.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"58","GAZ-66",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/ncy3jWxy/55488.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"59","GAZ-66",NA,"Soviet Union","damaged","https://web.archive.org/web/20220226185336/https://i.postimg.cc/gjhmvGsF/g3.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"60","GAZ-66",NA,"Soviet Union","damaged","https://web.archive.org/web/20220226185336/https://i.postimg.cc/YC0mqTkH/58.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"61","GAZ-66",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/9MGPZgQM/Screenshot-8017.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"62","GAZ-66",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/hjdXLc6L/4f.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"63","GAZ-66",NA,"Soviet Union","damaged","https://web.archive.org/web/20220226185336/https://i.postimg.cc/gj9TG17c/Screenshot-8228.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"64","GAZ-66",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://postimg.cc/PP20VdH5","Trucks, Vehicles, and Jeeps","02/26/2022"
"65","HMMWV",NA,"United States","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/bY3x4Pp9/4478.png","Infantry Mobility Vehicles","02/26/2022"
"66","IMR-2 combat engineering vehicle",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/xdbysNZ7/5548.png","Engineering Vehicles","02/26/2022"
"67","Iveco LMV 'Rys'",NA,"Italy","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/C5gfTFhF/680o.png","Infantry Mobility Vehicles","02/26/2022"
"68","KamAZ",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/6pr9sdqZ/Screenshot-8019.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"69","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/K8dLcdtV/h0.png","Communications Stations","02/26/2022"
"70","KamAZ 6x6",NA,"Russia","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/gJ6f7NZ3/57.png","Communications Stations","02/26/2022"
"71","KamAZ 6x6",NA,"Russia","damaged","https://web.archive.org/web/20220226185336/https://i.postimg.cc/DfxxKLnD/84.png","Communications Stations","02/26/2022"
"72","KamAZ 6x6",NA,"Russia","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/Bbj44g2S/5580.png","Communications Stations","02/26/2022"
"73","KamAZ 6x6",NA,"Russia","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/23RZybKP/6800.png","Communications Stations","02/26/2022"
"74","KamAZ 6x6",NA,"Russia","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/9F0M05Tb/Screenshot-8232.png","Communications Stations","02/26/2022"
"75","KamAZ 6x6",NA,"Russia","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/VkXF0qmD/6599.png","Communications Stations","02/26/2022"
"76","KamAZ 6x6",NA,"Russia","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/Hn7xkb8m/688.png","Communications Stations","02/26/2022"
"77","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/mhW4vFLD/Screenshot-8193.png","Communications Stations","02/26/2022"
"78","KamAZ 6x6",NA,"Russia","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/YSQ2ps72/r2.png","Communications Stations","02/26/2022"
"79","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/nc8Fg5Sz/Screenshot-8215.png","Communications Stations","02/26/2022"
"80","KamAZ 6x6",NA,"Russia","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/DZ0Q5pHc/6652.png","Communications Stations","02/26/2022"
"81","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/nzgFHwH3/Screenshot-8211.png","Communications Stations","02/26/2022"
"82","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/MpmpyDDG/Screenshot-8209.png","Communications Stations","02/26/2022"
"83","KamAZ 6x6",NA,"Russia","damaged","https://web.archive.org/web/20220226185336/https://i.postimg.cc/kGnW3KWg/880.png","Communications Stations","02/26/2022"
"84","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/jj8q1SB0/Screenshot-8210.png","Communications Stations","02/26/2022"
"85","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/G2Ndj56v/Screenshot-8192.png","Communications Stations","02/26/2022"
"86","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220226185336/https://postimg.cc/PvG7gwYj","Communications Stations","02/26/2022"
"87","KamAZ 6x6",NA,"Russia","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/wjDYJj9c/Screenshot-8224.png","Communications Stations","02/26/2022"
"88","KamAZ-5350 with crane",NA,"Russia","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/zXtR3QK8/744.png","Engineering Vehicles","02/26/2022"
"89","KamAZ-5350 with EOV-3523 excavator",NA,"Russia","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/T30TyPdL/Screenshot-8219.png","Engineering Vehicles","02/26/2022"
"90","KamAZ-5350 with EOV-3523 excavator",NA,"Russia","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/bvhJB8xz/774.png","Engineering Vehicles","02/26/2022"
"91","KamAZ-5350 with EOV-3523 excavator",NA,"Russia","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/dQZQWvBp/Screenshot-8218.png","Engineering Vehicles","02/26/2022"
"92","Kozak-2",NA,"Ukraine","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/L6pqJk7y/58.png","Infantry Mobility Vehicles","02/26/2022"
"93","KrAZ-6322",NA,"Ukraine","captured","https://web.archive.org/web/20220226185336/https://postimg.cc/0zzW9YYS","Trucks, Vehicles, and Jeeps","02/26/2022"
"94","KrAZ-6322",NA,"Ukraine","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/0QMkBhwk/Screenshot-8021.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"95","KrAZ-6322",NA,"Ukraine","captured","https://web.archive.org/web/20220226185336/https://postimg.cc/jC9nGySm","Trucks, Vehicles, and Jeeps","02/26/2022"
"96","KrAZ-6322",NA,"Ukraine","captured","https://web.archive.org/web/20220226185336/https://postimg.cc/dLpRmzC7","Trucks, Vehicles, and Jeeps","02/26/2022"
"97","KrAZ-6322",NA,"Ukraine","captured","https://web.archive.org/web/20220226185336/https://postimg.cc/G9jSKh34","Trucks, Vehicles, and Jeeps","02/26/2022"
"98","KrAZ-6322",NA,"Ukraine","captured","https://web.archive.org/web/20220226185336/https://postimg.cc/v4CPT4hN","Trucks, Vehicles, and Jeeps","02/26/2022"
"99","MAZ",NA,"Belarus","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/nL8S357x/6h.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"100","MAZ",NA,"Belarus","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/g25vbgv0/t11.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"101","MAZ",NA,"Belarus","damaged","https://web.archive.org/web/20220226185336/https://i.postimg.cc/9fRbHBdp/f3.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"102","MAZ",NA,"Belarus","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/26dvvmgq/t12.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"103","MAZ-537",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/25RJZzWf/Screenshot-8076.png","Trucks, Vehicles, and Jeeps","02/26/2022"
"104","MBT LAW 'NLAW'",NA,"United Kingdom","captured","https://web.archive.org/web/20220226185336/https://twitter.com/Caucasuswar/status/1497165090835083293","Anti-Tank Guided Missiles","02/26/2022"
"105","MT-LB",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/0QPGdgX4/6658.png","Armoured Fighting Vehicles","02/26/2022"
"106","MT-LB",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/hjqg1p15/680.png","Armoured Fighting Vehicles","02/26/2022"
"107","MT-LB",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/R0zbsmLL/6659.png","Armoured Fighting Vehicles","02/26/2022"
"108","MT-LB",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/P5M1XV5z/58.png","Armoured Fighting Vehicles","02/26/2022"
"109","MT-LB Ambulance",NA,"Ukraine","abandoned","https://web.archive.org/web/20220226185336/https://i.postimg.cc/3Jv5s5tq/468.png ","Armoured Fighting Vehicles","02/26/2022"
"110","MT-LB with ZU-23 AA gun",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://postimg.cc/kVDPCNz0","Armoured Fighting Vehicles","02/26/2022"
"111","MT-LBu",NA,"Soviet Union","damaged","https://web.archive.org/web/20220226185336/https://i.postimg.cc/ZYHxJ6rp/Screenshot-8036.png","Armoured Fighting Vehicles","02/26/2022"
"112","MT-LBu",NA,"Soviet Union","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/pV5ZRVDR/5548.png  ","Armoured Fighting Vehicles","02/26/2022"
"113","P-14 'Tall King'",NA,"Soviet Union","damaged","https://web.archive.org/web/20220226185336/https://i.postimg.cc/rpWmrPLb/57.png","Radars","02/26/2022"
"114","P-35/37 'Bar Lock'",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/WpShQwBk/5547.png","Radars","02/26/2022"
"115","PRV-13 'Odd Pair'",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/pXwx79Lj/557.png","Radars","02/26/2022"
"116","R-149MA1 unified command and staff vehicle",NA,"Russia","captured","https://web.archive.org/web/20220226185336/https://i.postimg.cc/hG5hhQJp/59.png","Armoured Fighting Vehicles","02/26/2022"
"117","Su-27 fighter aircraft",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/XYtMphyC/5h.png","Aircraft","02/26/2022"
"118","Su-27 fighter aircraft",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/bN1TbkjC/46.png","Aircraft","02/26/2022"
"119","T-64BV",NA,"Soviet Union","destroyed","https://web.archive.org/web/20220226185336/https://i.postimg.cc/59wN4Ybq/689.png","Tanks","02/26/2022"
