"","country","system","abandoned","captured","damaged","destroyed","total","Date"
"1","Russia","(Unknown) truck",2,11,9,155,177,"12/12/2024"
"2","Russia","1 122mm howitzer M1938 (M-30)",0,0,1,0,1,"12/12/2024"
"3","Russia","1 130mm M-46 field gun",0,0,0,1,1,"12/12/2024"
"4","Russia","1 1RL239 Ark-1(M) counter-battery radar",0,0,0,1,1,"12/12/2024"
"5","Russia","1 1V1003 command and observation vehicle (for 1V198 artillery fire control system)",0,1,0,0,1,"12/12/2024"
"6","Russia","1 1V12(M) 'Mashina-S'/'Faltset' fire control system",0,0,0,1,1,"12/12/2024"
"7","Russia","1 1V16 battalion fire direction vehicle",0,1,0,0,1,"12/12/2024"
"8","Russia","1 2F77M transloading vehicle for 2K22M Tunguska-M",0,1,1,0,2,"12/12/2024"
"9","Russia","1 50P6E TEL (for S-350)",0,0,1,0,1,"12/12/2024"
"10","Russia","1 55Zh6U Nebo-U air surveillance radar",0,0,1,0,1,"12/12/2024"
"11","Russia","1 9A331MU TLAR for 9K331MU Tor-M1-2U (Tor-M2U)",0,0,0,1,1,"12/12/2024"
"12","Russia","1 9A85-2 transloader (for S-300V4)",0,0,0,1,1,"12/12/2024"
"13","Russia","1 9K132 Shturm-SM",0,0,0,1,1,"12/12/2024"
"14","Russia","1 9K334 Gibka-S",0,0,0,1,1,"12/12/2024"
"15","Russia","1 9S19M2 (for S-300V)",0,0,1,0,1,"12/12/2024"
"16","Russia","1 9S470M1 command vehicle for Buk-M1",0,0,0,1,1,"12/12/2024"
"17","Russia","1 APA-80 engine starting vehicle",0,0,0,1,1,"12/12/2024"
"18","Russia","1 AShT-4310 topographic command and staff vehicle",0,0,0,1,1,"12/12/2024"
"19","Russia","1 Antenna vehicle (for 51U6 'Kasta-2E1' surveillance radar",0,0,0,1,1,"12/12/2024"
"20","Russia","1 BMP-1 With 14.5mm BPU-1 Turret",0,0,0,1,1,"12/12/2024"
"21","Russia","1 BRDM-2MS",0,0,0,1,1,"12/12/2024"
