"","country","system","abandoned","captured","damaged","destroyed","total","Date"
"1","Russia","(Unknown) truck",4,11,10,162,187,"10/04/2025"
"2","Russia","1 122mm howitzer M1938 (M-30)",0,0,1,0,1,"10/04/2025"
"3","Russia","1 170mm Chuch'ep'o (M-1989 'Koksan')",0,0,0,1,1,"10/04/2025"
"4","Russia","1 1B44-1 (for RPMK-1 'Ulybka' radiosonde weather radar)",0,0,0,1,1,"10/04/2025"
"5","Russia","1 1RL131-2 P-18-2 'Prima' early warning radar",0,0,0,1,1,"10/04/2025"
"6","Russia","1 1RL239 Ark-1(M) counter-battery radar",0,0,0,1,1,"10/04/2025"
"7","Russia","1 1V1003 command and observation vehicle (for 1V198 artillery fire control system)",0,1,0,0,1,"10/04/2025"
"8","Russia","1 240mm Chuch'e (M-1991)",0,0,0,1,1,"10/04/2025"
"9","Russia","1 2F77M transloading vehicle for 2K22M Tunguska-M",0,1,1,0,2,"10/04/2025"
"10","Russia","1 36D6 ST-68U surveillance radar",0,0,1,0,1,"10/04/2025"
"11","Russia","1 39N6 'Kasta-2E2' surveillance radar",0,0,1,0,1,"10/04/2025"
"12","Russia","1 50P6E TEL (for S-350)",0,0,1,0,1,"10/04/2025"
"13","Russia","1 51P6 TEL (launcher for 40R6 S-400 'Triumf')",0,0,0,1,1,"10/04/2025"
"14","Russia","1 91N6A surveillance and tracking radar (for 40R6 S-400 'Triumf')",0,0,1,0,1,"10/04/2025"
"15","Russia","1 9A331MU TLAR for 9K331MU Tor-M1-2U (Tor-M2U)",0,0,0,1,1,"10/04/2025"
"16","Russia","1 9A85-2 transloader (for S-300V4)",0,0,0,1,1,"10/04/2025"
"17","Russia","1 9K132 Shturm-SM",0,0,0,1,1,"10/04/2025"
"18","Russia","1 9K334 Gibka-S",0,0,0,1,1,"10/04/2025"
"19","Russia","1 9S19M2 (for S-300V)",0,0,1,0,1,"10/04/2025"
"20","Russia","1 9S470M1 command vehicle for Buk-M1",0,0,0,1,1,"10/04/2025"
"21","Russia","1 9T248 life support vehicle (for 9K720 'Iskander')",0,0,0,1,1,"10/04/2025"
"22","Russia","1 APA-80 engine starting vehicle",0,0,0,1,1,"10/04/2025"
"23","Russia","1 AShT-4310 topographic command and staff vehicle",0,0,0,1,1,"10/04/2025"
"24","Russia","1 An-12 transport aircraft",0,0,0,1,1,"10/04/2025"
"25","Russia","1 Antenna vehicle (for 51U6 'Kasta-2E1' surveillance radar",0,0,0,1,1,"10/04/2025"
"26","Russia","1 Antenna vehicle based on Ural-4320 for 35N6 'Kasta' surveillance radar",0,0,0,1,1,"10/04/2025"
"27","Russia","1 BARS WTS001 pickup truck",0,1,0,0,1,"10/04/2025"
"28","Russia","1 BMP-1 With 14.5mm BPU-1 Turret",0,0,0,1,1,"10/04/2025"
