"","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","version","bright_t31","frp","daynight"
"1",68.57376,80.31423,336.43,0.61,0.71,2022-02-24,102,1,"VIIRS","n","2.0NRT",238.15,5.73,"N"
"2",68.57227,80.31686,352.76,0.61,0.71,2022-02-24,102,1,"VIIRS","n","2.0NRT",240.09,7.5,"N"
"3",67.28551,83.0334,343.87,0.77,0.77,2022-02-24,102,1,"VIIRS","n","2.0NRT",244.71,12.68,"N"
"4",67.33749,83.13656,333.16,0.77,0.77,2022-02-24,102,1,"VIIRS","n","2.0NRT",242.47,5.18,"N"
"5",67.56194,83.20924,329.75,0.74,0.76,2022-02-24,102,1,"VIIRS","n","2.0NRT",240.98,5.33,"N"
"6",67.33644,83.13025,329.24,0.77,0.77,2022-02-24,102,1,"VIIRS","n","2.0NRT",243.45,4.85,"N"
"7",70.68969,23.60321,301.6,0.42,0.38,2022-02-24,106,1,"VIIRS","n","2.0NRT",261.67,1.12,"N"
"8",59.38664,28.46254,304.73,0.55,0.43,2022-02-24,109,1,"VIIRS","n","2.0NRT",265.92,1.92,"N"
"9",48.61063,21.19798,296.19,0.4,0.44,2022-02-24,111,1,"VIIRS","n","2.0NRT",272.93,1.41,"N"
"10",48.26391,14.32976,299.65,0.39,0.36,2022-02-24,111,1,"VIIRS","n","2.0NRT",271.18,0.95,"N"
"11",48.77723,10.69893,318.32,0.4,0.37,2022-02-24,111,1,"VIIRS","n","2.0NRT",267.99,2.12,"N"
"12",46.94593,18.93593,295.66,0.54,0.42,2022-02-24,111,1,"VIIRS","n","2.0NRT",271.5,1.26,"N"
"13",47.46677,12.62827,302.46,0.38,0.36,2022-02-24,111,1,"VIIRS","n","2.0NRT",269.6,0.97,"N"
"14",48.27544,14.32321,302.68,0.39,0.36,2022-02-24,111,1,"VIIRS","n","2.0NRT",273.96,1.1,"N"
"15",48.60654,21.17832,344.41,0.4,0.44,2022-02-24,111,1,"VIIRS","n","2.0NRT",274.61,3.04,"N"
"16",48.28021,14.336,295.91,0.39,0.36,2022-02-24,111,1,"VIIRS","n","2.0NRT",277.39,0.93,"N"
"17",48.27282,14.33865,302.36,0.39,0.36,2022-02-24,111,1,"VIIRS","n","2.0NRT",273.88,4.27,"N"
"18",48.27934,14.34115,303.98,0.39,0.36,2022-02-24,111,1,"VIIRS","n","2.0NRT",273.86,0.93,"N"
"19",48.27783,14.3296,306.2,0.39,0.36,2022-02-24,111,1,"VIIRS","n","2.0NRT",275.78,1.1,"N"
"20",48.27695,14.33475,329.32,0.39,0.36,2022-02-24,111,1,"VIIRS","n","2.0NRT",284.04,4.27,"N"
"21",48.27608,14.3399,329.22,0.39,0.36,2022-02-24,111,1,"VIIRS","n","2.0NRT",277.21,4.27,"N"
"22",48.60532,21.18351,296.89,0.4,0.44,2022-02-24,111,1,"VIIRS","n","2.0NRT",270.81,3.04,"N"
"23",48.59331,20.84224,299.16,0.39,0.44,2022-02-24,111,1,"VIIRS","n","2.0NRT",270.89,0.75,"N"
